Nombre d'enregistrements,Position,Aerialswon,Age,Apps,Assists,Club,Goals,Image,Mins,Motm,Perfattack,Perfdef,Perfposs,player (Sheet1 players!score),player (Sheet1 players!stats),Player,Points,Ps,rank (Sheet1 players!stats),Rank,Rating,Red,Spg,Team,Total,Yel
1,Midfielder,0.2,26,21(9),7,Real Madrid,7,//img.fifa.com/images/flags/4/esp.png,1781,3,563,4,136,Isco,Isco,Isco,1162,88.8,15,26,7.16,,1.6,Spain,703,1
1,Defender,3.3,32,26,1,Real Madrid,4,//img.fifa.com/images/flags/4/esp.png,2292,1,197,113,331,Sergio Ramos,Sergio Ramos,Sergio Ramos,1162,90.3,21,40,7.09,2,1.1,Spain,641,7
1,Midfielder,0.3,32,23(3),6,Real Madrid,1,//img.fifa.com/images/flags/4/cro.png,1976,,336,45,259,Luka Modric,Luka Modric,Luka Modric,975,89.9,22,15,7.29,,1.3,Croatia,640,3
1,Midfielder,2.1,26,30,3,Real Madrid,5,//img.fifa.com/images/flags/4/bra.png,2601,1,282,200,148,Casemiro,Casemiro,Casemiro,1384,88.4,24,5,7.49,,1.1,Brazil,631,8
1,Defender,1.9,24,24(1),,Barcelona,1,//img.fifa.com/images/flags/4/fra.png,2189,,93,279,257,Samuel Umtiti,Samuel Umtiti,Samuel Umtiti,1166,91.2,25,49,7.03,,0.4,France,629,7
1,Midfielder,1.6,29,30(1),4,Barcelona,1,//img.fifa.com/images/flags/4/esp.png,2600,,133,124,358,Sergio Busquets,Sergio Busquets,Sergio Busquets,1162,90.5,27,16,7.25,,0.2,Spain,614,8
1,Defender,2.2,31,29(1),,Barcelona,2,//img.fifa.com/images/flags/4/esp.png,2633,,173,182,239,Gerard Pique,Gerard Pique,Gerard Pique,1162,89.4,28,25,7.16,,0.6,Spain,594,9
1,Midfielder,3.8,29,26(1),2,Sevilla,1,//img.fifa.com/images/flags/4/fra.png,2216,1,139,118,310,Steven N'Zonzi,Steven N'Zonzi,Steven N'Zonzi,1166,88,33,95,6.89,,0.8,France,568,2
1,Defender,2.5,32,8,,Atletico Madrid,,//img.fifa.com/images/flags/4/uru.png,720,,28,403,131,Diego Godin,Diego Godin,Diego Godin,976,85.1,34,111,7.19,,0.6,Uruguay,562,
1,Defender,1.9,22,7(1),1,Atletico Madrid,,//img.fifa.com/images/flags/4/fra.png,614,,92,462,-57,Lucas Hernandez,Lucas Hernandez,Lucas Hernandez,1166,81.8,38,156,7.06,,0.4,France,496,1
1,Defender,0.9,32,19(1),2,Atletico Madrid,1,//img.fifa.com/images/flags/4/bra.png,1660,2,120,295,72,Filipe Luis,Filipe Luis,Filipe Luis,1384,83.4,40,9,7.45,,0.3,Brazil,487,4
1,Forward,0.7,31,6,1,Villarreal,2,//img.fifa.com/images/flags/4/col.png,484,,697,-116,-110,Carlos Bacca,Carlos Bacca,Carlos Bacca,989,75.5,43,501,6.6,,2.7,Colombia,471,
1,Midfielder,0.2,26,16(17),7,Real Madrid,4,//img.fifa.com/images/flags/4/esp.png,1670,,391,-26,94,Lucas Vazquez,Lucas Vazquez,Lucas Vazquez,1162,86.7,44,84,6.91,,1,Spain,459,3
1,Defender,1.9,25,27,1,Real Madrid,,//img.fifa.com/images/flags/4/fra.png,2324,1,42,208,187,Raphael Varane,Raphael Varane,Raphael Varane,1166,90.8,48,109,6.85,,0.4,France,437,3
1,Midfielder,0.1,34,25(5),2,Barcelona,1,//img.fifa.com/images/flags/4/esp.png,1843,,236,43,153,Andres Iniesta,Andres Iniesta,Andres Iniesta,1162,88.2,51,87,6.91,,0.5,Spain,431,1
1,Forward,,23,31(3),9,Celta Vigo,5,//img.fifa.com/images/flags/4/den.png,2535,,479,83,-154,Pione Sisto,Pione Sisto,Pione Sisto,1054,84.2,54,69,6.96,,1.5,Denmark,408,2
1,Midfielder,0.4,29,25(6),3,Sevilla,3,//img.fifa.com/images/flags/4/arg.png,2397,,367,-169,210,Ever Banega,Ever Banega,Ever Banega,1254,86.8,55,42,7.08,1,1.2,Argentina,407,9
1,Defender,1.4,28,22(5),,Real Madrid,3,//img.fifa.com/images/flags/4/esp.png,2073,,137,83,119,Nacho,Nacho,Nacho,1162,90.8,69,90,6.9,,0.3,Spain,339,7
1,Forward,3.6,31,32(1),,Girona,21,//img.fifa.com/images/flags/4/uru.png,2723,3,655,-137,-184,Cristhian Stuani,Cristhian Stuani,Cristhian Stuani,976,66.7,73,50,7.03,,2.2,Uruguay,335,8
1,Midfielder,0.6,31,25(4),8,Real Betis,2,//img.fifa.com/images/flags/4/mex.png,2267,2,245,-70,154,Andres Guardado,Andres Guardado,Andres Guardado,1008,86.5,75,83,6.91,,1.1,Mexico,329,7
1,Goalkeeper,0.1,31,27,,Real Madrid,,//img.fifa.com/images/flags/4/crc.png,2430,1,0,182,144,Keylor Navas,Keylor Navas,Keylor Navas,858,76,79,75,6.94,,,Costa Rica,326,1
1,Midfielder,0.5,23,3(3),1,Real Sociedad,1,//img.fifa.com/images/flags/4/bel.png,368,1,328,65,-98,Adnan Januzaj,Adnan Januzaj,Adnan Januzaj,1346,82.4,93,34,7.46,,3.3,Belgium,295,
1,Midfielder,0.3,26,9,3,Atletico Madrid,2,//img.fifa.com/images/flags/4/esp.png,754,,312,-84,68,Koke,Koke,Koke,1162,84.5,94,79,7.26,,1.1,Spain,295,1
1,Midfielder,3.7,30,26(6),3,Deportivo La Coruna,3,//img.fifa.com/images/flags/4/crc.png,2307,1,257,14,-5,Celso Borges,Celso Borges,Celso Borges,858,78.1,102,96,6.89,1,1,Costa Rica,266,3
1,Midfielder,,24,10(11),1,Real Madrid,,//img.fifa.com/images/flags/4/cro.png,989,2,170,2,91,Mateo Kovacic,Mateo Kovacic,Mateo Kovacic,975,93.7,103,159,6.73,,0.4,Croatia,263,2
1,Defender,,,,,,,//img.fifa.com/images/flags/4/bel.png,,,26,105,120,,Thomas Vermaelen,Thomas Vermaelen,1346,,108,,,,,Belgium,251,
1,Defender,1.5,33,10,1,Hebei CFFC,,//img.fifa.com/images/flags/4/arg.png,900,,0,165,81,Javier Mascherano,Javier Mascherano,Javier Mascherano,1254,81.7,109,46,7.03,,1,Argentina,246,4
1,Defender,1.6,31,25(1),1,Sevilla,,//img.fifa.com/images/flags/4/arg.png,2124,1,85,121,29,Gabriel Mercado,Gabriel Mercado,Gabriel Mercado,1254,83.1,117,129,6.8,,0.7,Argentina,235,9
1,Midfielder,3.4,23,25(1),1,Levante,,//img.fifa.com/images/flags/4/col.png,2138,,106,76,43,Jefferson Lerma,Jefferson Lerma,Jefferson Lerma,989,81.7,120,62,6.99,,1,Colombia,226,16
1,Goalkeeper,0.3,23,30,,Athletic Bilbao,,//img.fifa.com/images/flags/4/esp.png,2700,2,0,118,60,Kepa Arrizabalaga,Kepa Arrizabalaga,Kepa Arrizabalaga,1162,62.9,142,135,6.79,,,Spain,178,4
1,Midfielder,0.2,24,11,2,Dalian Yifang,3,//img.fifa.com/images/flags/4/bel.png,990,1,283,4,-118,Yannick Carrasco,Yannick Carrasco,Yannick Carrasco,1346,81.7,152,33,7.16,,3.5,Belgium,168,2
1,Defender,1,26,2(2),,Atletico Madrid,,//img.fifa.com/images/flags/4/cro.png,146,,79,188,-104,Sime Vrsaljko,Sime Vrsaljko,Sime Vrsaljko,975,63.8,157,743,6.13,1,,Croatia,164,1
1,Forward,0.3,29,12,2,Los Angeles FC,7,//img.fifa.com/images/flags/4/mex.png,1080,4,89,58,4,Carlos Vela,Carlos Vela,Carlos Vela,1008,83.4,165,2,7.82,,3.9,Mexico,151,1
1,Midfielder,0.4,30,31(3),2,Eibar,5,//img.fifa.com/images/flags/4/jap.png,2640,2,334,19,-214,Takashi Inui,Takashi Inui,Takashi Inui,528,80.4,175,198,6.64,,1.9,Japan,139,4
1,Midfielder,0.8,29,26(5),4,Getafe,1,//img.fifa.com/images/flags/4/mar.png,2384,1,224,-60,-54,Faycal Fajr,Faycal Fajr,Faycal Fajr,681,75,204,111,6.84,,0.7,Morocco,109,7
1,Defender,0.2,22,6,,Real Sociedad,1,//img.fifa.com/images/flags/4/esp.png,540,,58,-96,129,Alvaro Odriozola,Alvaro Odriozola,Alvaro Odriozola,1162,91.7,226,113,7.18,,0.2,Spain,91,
1,Defender,0.9,25,22(8),4,Girona,,//img.fifa.com/images/flags/4/col.png,2132,1,106,157,-176,Johan Mojica,Johan Mojica,Johan Mojica,989,77.8,229,155,6.74,,0.7,Colombia,87,6
1,Forward,,,,,,,//img.fifa.com/images/flags/4/fra.png,,,188,-63,-39,,Ousmane Dembele,Ousmane Dembele,1166,,234,,,,,France,85,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,83,15,-22,,Achraf Hakimi,Achraf Hakimi,681,,244,,,,,Morocco,77,
1,Forward,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,70,12,-18,,Joel Campbell,Joel Campbell,858,,255,,,,,Costa Rica,64,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,14,21,7,,Oscar Duarte,Oscar Duarte,858,,278,,,,,Costa Rica,43,
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/nga.png,,,0,57,-16,,Francis Uzoho,Francis Uzoho,635,,284,,,,,Nigeria,41,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/den.png,,,88,-15,-44,,Michael Krohn-Dehli,Michael Krohn-Dehli,1054,,304,,,,,Denmark,29,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/srb.png,,,-3,23,-10,,Antonio Rukavina,Antonio Rukavina,732,,342,,,,,Serbia,11,
1,Midfielder,,27,1(4),1,Villarreal,1,//img.fifa.com/images/flags/4/rus.png,192,,71,-7,-73,Denis Cheryshev,Denis Cheryshev,Denis Cheryshev,493,79.7,384,586,6.49,,0.6,Russia,-9,1
1,Forward,2.6,29,5,1,Atletico Madrid,2,//img.fifa.com/images/flags/4/esp.png,387,1,185,-61,-135,Diego Costa,Diego Costa,Diego Costa,1162,66.7,390,70,7.29,,2.4,Spain,-11,1
1,Midfielder,0.3,26,12(10),,Getafe,1,//img.fifa.com/images/flags/4/jap.png,1004,,65,-10,-79,Gaku Shibasaki,Gaku Shibasaki,Gaku Shibasaki,528,74.7,416,277,6.4,,0.5,Japan,-24,2
1,Goalkeeper,0.4,26,36,,Eibar,,//img.fifa.com/images/flags/4/srb.png,3240,,13,41,-84,Marko Dmitrovic,Marko Dmitrovic,Marko Dmitrovic,732,45.8,428,239,6.54,,,Serbia,-30,1
1,Forward,,,,,,,//img.fifa.com/images/flags/4/swe.png,,,179,-101,-126,,John Guidetti,John Guidetti,889,,459,,,,,Sweden,-48,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,M'bark Boussoufa,681,,,,,,,Morocco,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Yassine Meriah,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,,,,,,Rafael Marquez,1008,,,,,,,Mexico,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Fahad Al-Muwallad,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/sui.png,,,,,,,,Roman Buerki,1179,,,,,,,Switzerland,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Mohammed Al-Owais,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Ahmed Elmohamady,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Farouk Ben Mustapha,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/rus.png,,,,,,,,Fyodor Smolov,493,,,,,,,Russia,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Pedro Gallese,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Christian Ramos,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Cho Hyeonwoo,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Pejman Montazeri,727,,,,,,,Iran,,
1,,2.1,24,15(3),,Spartak Moscow,1,//img.fifa.com/images/flags/4/rus.png,1444,,,,,Ilya Kutepov,,Ilya Kutepov,493,86,,31,7.08,,0.2,Russia,,5
1,,,,,,,,//img.fifa.com/images/flags/4/uru.png,,,,,,,,Jose Maria Gimenez,976,,,,,,,Uruguay,,
1,,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,,,,,,Jakub Blaszczykowski,1128,,,,,,,Poland,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Mohammed Al-Burayk,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Mohammad Al-Sahlawi,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Raul Ruidiaz,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Moon Sunmin,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Mohammad Reza Khanzadeh,727,,,,,,,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Tomoaki Makino,528,,,,,,,Japan,,
1,,0.8,22,20(4),,Boca Juniors,4,//img.fifa.com/images/flags/4/uru.png,1887,,,,,Nahitan Nandez,,Nahitan Nandez,976,81.4,,135,6.96,,1.1,Uruguay,,5
1,,4.3,31,31(1),3,Yeni Malatyaspor,12,//img.fifa.com/images/flags/4/mar.png,2713,4,,,,Khalid Boutaib,,Khalid Boutaib,681,67.4,,49,7.05,,1.9,Morocco,,7
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Khadim Ndiaye,825,,,,,,,Senegal,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Kim Shinwook,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/nga.png,,,,,,,,Elderson Echiejile,635,,,,,,,Nigeria,,
1,,0.9,34,21(6),2,Juventus,,//img.fifa.com/images/flags/4/sui.png,1715,,,,,Stephan Lichtsteiner,,Stephan Lichtsteiner,1179,82.2,,217,6.59,,0.1,Switzerland,,6
1,,1.7,24,28,,FC Rostov,3,//img.fifa.com/images/flags/4/isl.png,2479,4,,,,Sverrir Ingi Ingason,,Sverrir Ingi Ingason,930,76.6,,38,7.03,,0.8,Iceland,,4
1,,0.3,22,6,,FK Crvena Zvezda,1,//img.fifa.com/images/flags/4/srb.png,490,,,,,Nemanja Radonjic,,Nemanja Radonjic,732,65.3,,307,6.84,,2.5,Serbia,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Andy Polo,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/esp.png,,,,,,,,Pepe Reina,1162,,,,,,,Spain,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Runar Alex Runarsson,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Miguel Araujo,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/pan.png,,,,,,,,Alex Rodr,574,,,,,,,Panama,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Omar Othman,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Ali Al-Bulaihi,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Daniel Colindres,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,Mehdi Benatia,681,,,,,,,Morocco,,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,Mehdi Carcela,681,,,,,,,Morocco,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Mohamed Amine Ben Amor,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Mahmoud Kahraba,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Moez Hassen,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Anice Badri,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Hwang Heechan,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Yasser Al-Shahrani,462,,,,,,,Saudi Arabia,,
1,,1.1,35,12(4),,Karabukspor,1,//img.fifa.com/images/flags/4/isl.png,1128,,,,,Olafur Ingi Skulason,,Olafur Ingi Skulason,930,83.5,,249,6.28,,0.3,Iceland,,4
1,,1.9,31,17(1),,Antalyaspor,1,//img.fifa.com/images/flags/4/sui.png,1515,,,,,Johan Djourou,,Johan Djourou,1179,88.7,,133,6.77,,0.2,Switzerland,,3
1,,,,,,,,//img.fifa.com/images/flags/4/swe.png,,,,,,,,Marcus Berg,889,,,,,,,Sweden,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Juan Guillermo Cuadrado,989,,,,,,,Colombia,,
1,,2,24,23,,Boca Juniors,1,//img.fifa.com/images/flags/4/col.png,1991,1,,,,Wilmar Barrios,,Wilmar Barrios,989,84.4,,17,7.36,,0.2,Colombia,,6
1,,3,29,4,,Dynamo Kyiv,,//img.fifa.com/images/flags/4/cro.png,350,,,,,Domagoj Vida,,Domagoj Vida,975,80,,175,7.03,,1.3,Croatia,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Cristian Gamboa,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Marwan Mohsen,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Luis Advincula,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/nga.png,,,,,,,,Bryan Idowu,635,,,,,,,Nigeria,,
1,,,,,,,,//img.fifa.com/images/flags/4/uru.png,,,,,,,,Maximiliano Gomez,976,,,,,,,Uruguay,,
1,,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,,,,,,Javier Hernandez,1008,,,,,,,Mexico,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Rurik Gislason,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Holmar Orn Eyjolfsson,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Ali Gabr,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Wilder Cartagena,1106,,,,,,,Peru,,
1,,0.8,24,21(2),2,FK Akhmat,,//img.fifa.com/images/flags/4/irn.png,1921,,,,,Milad Mohammadi,,Milad Mohammadi,727,75.4,,58,6.94,,1.1,Iran,,1
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Frederik Schram,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Kara Mbodji,825,,,,,,,Senegal,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Pedro Aquino,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Naomichi Ueda,528,,,,,,,Japan,,
1,,0.2,26,5,1,Rijeka,,//img.fifa.com/images/flags/4/cro.png,450,,,,,Filip Bradaric,,Filip Bradaric,975,83.5,,538,6.56,,0.8,Croatia,,2
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Mahdi Taremi,727,,,,,,,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Ian Smith,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Ghaylene Chaalali,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Jeong Wooyoung,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Hordur Magnusson,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Fakhreddine Ben Youssef,1012,,,,,,,Tunisia,,
1,,0.5,30,4,,Hapoel Beer Sheva,,//img.fifa.com/images/flags/4/nga.png,256,,,,,John Ogu,,John Ogu,635,84.2,,400,6.71,,1,Nigeria,,
1,,5,31,19(7),1,St. Pauli,4,//img.fifa.com/images/flags/4/mar.png,1798,1,,,,Aziz Bouhaddouz,,Aziz Bouhaddouz,681,60.7,,164,6.73,1,2.4,Morocco,,4
1,,,,,,,,//img.fifa.com/images/flags/4/sui.png,,,,,,,,Fabian Schaer,1179,,,,,,,Switzerland,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,David Guzman,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/nga.png,,,,,,,,Daniel Akpeyi,635,,,,,,,Nigeria,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Camilo Vargas,989,,,,,,,Colombia,,
1,,,,,,,,//img.fifa.com/images/flags/4/sui.png,,,,,,,,Jacques-Francois Moubandje,1179,,,,,,,Switzerland,,
1,,3.1,21,13,2,Salzburg,,//img.fifa.com/images/flags/4/cro.png,1200,,,,,Duje Caleta-Car,,Duje Caleta-Car,975,82.6,,297,6.86,,0.5,Croatia,,5
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Masoud Shojaei,727,,,,,,,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/swe.png,,,,,,,,Kristoffer Nordfeldt,889,,,,,,,Sweden,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Nilson Loyola,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/den.png,,,,,,,,Frederik Ronow,1054,,,,,,,Denmark,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Kim Jinhyeon,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/bra.png,,,,,,,,Taison,1384,,,,,,,Brazil,,
1,,,28,6,,FC Copenhagen,,//img.fifa.com/images/flags/4/swe.png,540,,,,,Robin Olsen,,Robin Olsen,889,62.9,,270,6.9,,,Sweden,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Abdulmalek Alkhaibri,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Ehsan Hajsafi,727,,,,,,,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Radamel Falcao Garcia,989,,,,,,,Colombia,,
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Pape Alioune Ndiaye,825,,,,,,,Senegal,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Leonel Moreira,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Lee Seungwoo,520,,,,,,,South Korea,,
1,,0.4,31,14,,River Plate,,//img.fifa.com/images/flags/4/arg.png,1260,,,,,Franco Armani,,Franco Armani,1254,62.3,,64,7.11,,,Argentina,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Ferjani Sassi,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Masaaki Higashiguchi,528,,,,,,,Japan,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Dylan Bronn,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Mansoor Al-Harbi,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Randall Azofeifa,858,,,,,,,Costa Rica,,
1,,0.3,30,9,5,Beijing Guoan,2,//img.fifa.com/images/flags/4/bra.png,810,4,,,,Renato Augusto,,Renato Augusto,1384,81.7,,3,8.15,,1.6,Brazil,,1
1,,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,,,,,,Trent Sainsbury,700,,,,,,,Australia,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Kim Minwoo,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Johnny Acosta,858,,,,,,,Costa Rica,,
1,,0.6,29,29(1),5,Bochum,7,//img.fifa.com/images/flags/4/aus.png,2558,3,,,,Robbie Kruse,,Robbie Kruse,700,77.1,,106,6.89,,1.4,Australia,,3
1,,1.2,24,11(1),,Independiente,1,//img.fifa.com/images/flags/4/uru.png,1015,1,,,,Gaston Silva,,Gaston Silva,976,86.2,,29,7.25,,0.6,Uruguay,,2
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Patrick Pemberton,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Hamdi Nagguez,1012,,,,,,,Tunisia,,
1,,0.3,19,18(1),1,Liverpool,1,//img.fifa.com/images/flags/4/eng.png,1576,,,,,Trent Alexander-Arnold,,Trent Alexander-Arnold,1040,77.3,,63,7.02,,0.6,United Kingdom,,3
1,,0.1,26,37,,Barcelona,,//img.fifa.com/images/flags/4/ger.png,3330,,,,,Marc-Andre ter Stegen,,Marc-Andre ter Stegen,1544,79.5,,89,6.9,,,Germany,,
1,,0.6,24,8,3,Oestersunds FK,2,//img.fifa.com/images/flags/4/irn.png,720,2,,,,Saman Ghoddos,,Saman Ghoddos,727,79.8,,28,7.5,,2.9,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Koo Jacheol,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Mateus Uribe,989,,,,,,,Colombia,,
1,,0.6,23,31,6,Kasimpasa,13,//img.fifa.com/images/flags/4/egy.png,2652,8,,,,Trezeguet,,Trezeguet,636,76.7,,2,7.53,1,2.1,Egypt,,4
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Mohamed Abdel-Shafy,636,,,,,,,Egypt,,
1,,0.3,36,30,,Goztepe,,//img.fifa.com/images/flags/4/por.png,2656,3,,,,Beto,,Beto,1306,66.1,,80,6.91,,,Portugal,,5
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Yun Yeongseon,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Yahia Al-Shehri,462,,,,,,,Saudi Arabia,,
1,,2.6,25,12,,Minnesota United,,//img.fifa.com/images/flags/4/crc.png,1080,,,,,Francisco Calvo,,Francisco Calvo,858,83.1,,169,6.78,,0.8,Costa Rica,,4
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Rami Bedoui,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/rus.png,,,,,,,,Aleksandr Yerokhin,493,,,,,,,Russia,,
